id_pessoa;abs_eventos;abs_qtd_total;horas_previstas_total;acidentes_eventos;acidentes_com_afastamento;acidentes_dias_perdidos;he_eventos;he_referencia_total;he_valor_total;hi_eventos;hi_minutos_irregulares;hi_minutos_extras;mov_sal_eventos;mov_sal_valor_total;mov_sal_perc_medio
jan-900057;0.0;0.0;0.0;0.0;0.0;0.0;3.0;12.61973158609185;203.90048909181476;1.0;440.7851829282524;0.0;1.0;70.49456381627796;0.04550442539778723
jan-900058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900059;0.0;0.0;0.0;0.0;0.0;0.0;11.0;49.55449979664985;993.0925415341532;32.0;12132.427643541254;0.0;7.0;348.2460376193149;0.03599850890865545
jan-900060;0.0;0.0;0.0;0.0;0.0;0.0;12.0;46.41841262133469;786.4822836730673;22.0;10618.206750071255;0.0;3.0;364.91496397922623;0.0783562364547012
jan-900061;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.2741110924078987;38.407312418020005;1.0;80.7101942107231;0.0;0.0;0.0;0.0
jan-900062;0.0;0.0;0.0;0.0;0.0;0.0;13.0;59.64709616264884;692.3975582685316;11.0;4952.764196306341;0.0;1.0;191.09720260054488;0.12305968310222004
jan-900063;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;37.2904710634559;0.028009035965575666
jan-900065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;225.35513456325805;0.045946057290269196
jan-900066;0.0;0.0;0.0;0.0;0.0;0.0;3.0;17.818718610129913;240.4496221346821;2.0;1120.0183432569056;0.0;1.0;169.23964657775122;0.11196693307615488
jan-900067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900068;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;858.5197120658762;0.0;6.0;341.42479880534165;0.033254868354735914
jan-900069;0.0;0.0;0.0;0.0;0.0;0.0;7.0;14.285849518127703;249.91712497669712;4.0;1872.5890878816074;0.0;0.0;0.0;0.0
jan-900070;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;57.082038028107284;0.0;0.0;0.0;0.0
jan-900071;0.0;0.0;0.0;0.0;0.0;0.0;3.0;6.857793302182631;146.31946827011333;2.0;801.1355529516654;0.0;3.0;358.50574585168465;0.09575909755194276
jan-900072;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;352.8757360566822;0.0;2.0;112.78834565630136;0.0658970427326735
jan-900074;0.0;0.0;0.0;0.0;0.0;0.0;8.0;13.74687653698821;172.45472160687063;1.0;499.7395753428753;0.0;1.0;62.648768335055905;0.04294227512133456
jan-900075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900076;0.0;0.0;0.0;0.0;0.0;0.0;16.0;83.4211690786729;817.6026033196333;17.0;3166.2267088535536;0.0;3.0;363.03074645273205;0.06407672690312526
jan-900077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;38.23839614557575;0.0337853747296052
jan-900079;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;18.99928805405718;0.0;3.0;401.0174544183356;0.11532429871600774
jan-900080;0.0;0.0;0.0;0.0;0.0;0.0;20.0;118.14741197723913;2199.826267772931;9.0;3481.007587387136;0.0;3.0;205.3504733944379;0.03540337811741186
jan-900081;0.0;0.0;0.0;0.0;0.0;0.0;22.0;128.68584480020726;2955.8365009240697;127.0;9090.572530788413;0.0;9.0;1287.2801242246867;0.09245345844858185
jan-900082;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.07630090455765284;1.737528502363929;0.0;0.0;0.0;11.0;870.9068544813183;0.03512080452147332
jan-900083;0.0;0.0;0.0;1.0;1.0;2.079549426437145;11.0;24.83066767549428;311.5904473928144;1.0;563.9633062425156;0.0;6.0;877.8445631072058;0.08701055195897096
jan-900084;0.0;0.0;0.0;0.0;0.0;0.0;19.0;37.48902143666903;398.5798702312825;5.0;1693.6139759217324;0.0;2.0;74.38304067048699;0.021579160707363536
jan-900085;0.0;0.0;0.0;0.0;0.0;0.0;3.0;9.853122627915711;151.40909331939244;1.0;422.7838253589941;0.0;0.0;0.0;0.0
jan-900086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;2134.8591072905915;0.0;1.0;97.0309011034295;0.049542378705742955
jan-900087;0.0;0.0;0.0;0.0;0.0;0.0;24.0;184.23540687282204;5237.206645527981;239.0;10782.282078020417;0.0;7.0;825.1975285937888;0.050586145978403226
jan-900088;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.03373617404307959;0.37661373367391515;0.0;0.0;0.0;0.0;0.0;0.0
jan-900089;0.0;0.0;0.0;0.0;0.0;0.0;5.0;9.498295859414192;142.50902788179914;4.0;1307.8866076327383;0.0;0.0;0.0;0.0
jan-900090;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1366.7637747437436;0.0;8.0;685.9804453384663;0.05062944577305597
jan-900091;0.0;0.0;0.0;0.0;0.0;0.0;10.0;34.314722785171206;562.9946335009502;15.0;333.35925437738786;0.0;3.0;296.6354924972399;0.06747677350074774
jan-900092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900094;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;343.4574349221486;0.066312621492773
jan-900095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900096;0.0;0.0;0.0;0.0;0.0;0.0;8.0;49.90924049216109;663.6432348925294;8.0;3332.1257651011524;0.0;2.0;236.842002166697;0.06658875843309212
jan-900097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;180.84866662786231;0.05823392465420849
jan-900098;0.0;0.0;0.0;0.0;0.0;0.0;26.0;243.18835773770547;2763.8423626557906;95.0;9547.37590696645;0.0;3.0;196.9089509507704;0.05819139066165179
jan-900099;0.0;0.0;0.0;0.0;0.0;0.0;4.0;6.221634835014644;131.41698387421664;2.0;691.6546343467694;0.0;2.0;311.1908382174908;0.09440754672090435
jan-900100;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;105.01619231305996;0.033811804028141254
jan-900101;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;107.99697203625439;0.09265131216225199
jan-900102;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;642.5652381973679;0.0;1.0;73.04156032378137;0.03910950111700698
jan-900103;0.0;0.0;0.0;0.0;0.0;0.0;64.0;175.81923346689274;2641.9017470508124;51.0;19291.616244898272;0.0;9.0;923.7085444181772;0.05105843723886033
jan-900104;0.0;0.0;0.0;0.0;0.0;0.0;2.0;39.5273339561741;383.2445134917659;47.0;5006.360101547994;0.0;6.0;435.3086897908535;0.06042410854260177
jan-900105;0.0;0.0;0.0;1.0;0.0;0.0;16.0;80.11390598430906;1173.1211765534954;6.0;2949.0821255420174;0.0;2.0;276.33821970201024;0.08507035693352684
jan-900106;0.0;0.0;0.0;0.0;0.0;0.0;20.0;29.525852372270162;470.6765914887065;4.0;1359.419078635974;0.0;4.0;320.3317334841551;0.07203950132879798
jan-900107;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.0;2680.795517673035;0.0;0.0;0.0;0.0
jan-900108;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;1434.0896938376031;0.0;4.0;109.50012960864655;0.02565364513536094
jan-900109;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;3216.6905329501387;0.0;4.0;169.31338468713176;0.03519096886310231
jan-900110;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;-94.68725094890529;-0.8520108427547649
jan-900111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900112;0.0;0.0;0.0;0.0;0.0;0.0;24.0;109.41201761062703;1417.3814738073022;7.0;3088.9224838868863;0.0;3.0;215.42750572930626;0.05587278507702624
jan-900113;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;34.47626674435839;0.031588392305290876
jan-900114;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;471.8157311936205;0.0;2.0;127.7249775398253;0.055604065212936586
jan-900115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;234.66657166727882;0.11022185091218048
jan-900116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;76.25471399104946;0.11770378109245232
jan-900117;0.0;0.0;0.0;0.0;0.0;0.0;15.0;22.695013843020664;323.6145574891685;6.0;2915.123528169429;0.0;7.0;411.93042721431004;0.04939705868045103
jan-900118;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;56.926960475880115;0.09850690170183787
jan-900119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900120;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;14.017012980448907;0.0;4.0;426.07929272376174;0.09625937857184665
jan-900121;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;698.4152642938113;0.0;4.0;415.6620838619527;0.054217015755763695
jan-900122;0.0;0.0;0.0;0.0;0.0;0.0;8.0;14.071521026498365;170.11309479912194;10.0;2099.0490674662274;0.0;0.0;0.0;0.0
jan-900123;0.0;0.0;0.0;0.0;0.0;0.0;20.0;65.80686886541;1003.5014571774973;11.0;5562.584441044087;0.0;5.0;559.1865858399646;0.07065468599717407
jan-900124;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900125;0.0;0.0;0.0;1.0;0.0;0.0;48.0;85.18653353199807;1246.2225675908007;20.0;7482.373271527098;0.0;13.0;835.5372949474944;0.05481794505019905
jan-900126;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;652.9119482666707;0.06644724981186316
jan-900127;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900128;0.0;0.0;0.0;0.0;0.0;0.0;17.0;78.21995299394882;1876.7020701508368;5.0;477.9054666164024;0.0;4.0;502.74928965431536;0.06180497969631429
jan-900129;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;21.080784892415238;0.0;10.0;421.3342626482625;0.05067948084716801
jan-900130;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900131;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0695974714443186;26.743803350858737;4.0;172.26270542333955;0.0;2.0;41.033679254952645;0.013882596247481048
jan-900132;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.0;34095.91839084119;0.0;2.0;100.73677185129948;0.040197689614204925
jan-900133;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900134;0.0;0.0;0.0;1.0;0.0;0.0;28.0;42.40860743685105;786.1375944918569;40.0;10302.147039217209;0.0;6.0;509.37020424916847;0.054209503328547785
jan-900135;0.0;0.0;0.0;0.0;0.0;0.0;18.0;469.2362045224519;6957.618214376292;183.0;16158.074838958251;0.0;8.0;1090.1005539823773;0.115651701557536
jan-900136;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900138;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900139;0.0;0.0;0.0;0.0;0.0;0.0;9.0;104.6961421068794;2169.5581661511974;4.0;234.43756711278718;0.0;0.0;0.0;0.0
jan-900140;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900141;0.0;0.0;0.0;0.0;0.0;0.0;14.0;18.091250248522954;212.98489296554;1.0;439.1285185829713;0.0;1.0;58.13877229907947;0.04227592149252055
jan-900142;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.18394446113251714;1.7538158092946203;0.0;0.0;0.0;0.0;0.0;0.0
jan-900143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900144;0.0;0.0;0.0;0.0;0.0;0.0;2.0;6.601079958670234;119.61173797858585;0.0;0.0;0.0;0.0;0.0;0.0
jan-900145;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;117.2775979312679;0.02858987433513695
jan-900146;0.0;0.0;0.0;0.0;0.0;0.0;11.0;44.73258845551933;498.2697677296997;0.0;0.0;0.0;0.0;0.0;0.0
jan-900147;0.0;0.0;0.0;0.0;0.0;0.0;26.0;214.42239082401542;4196.189497097989;35.0;23025.91498125957;0.0;5.0;284.1484800399942;0.04283682474666616
jan-900148;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;390.55931149764984;0.0;5.0;617.345945841436;0.08338477755053211
jan-900149;0.0;0.0;0.0;0.0;0.0;0.0;59.0;164.58856879197484;2536.9819890360845;95.0;30822.444901406558;0.0;9.0;637.8798541663467;0.04443707905339177
jan-900150;0.0;0.0;0.0;0.0;0.0;0.0;2.0;17.66090150854206;168.73458858701318;2.0;247.9273003798605;0.0;0.0;0.0;0.0
jan-900151;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9.0;4655.482136722392;0.0;2.0;67.90638462390731;0.02584022621220858
jan-900152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;384.64601239650426;0.09131987821444724
jan-900153;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;20.524876479536974;0.01850805150061843
jan-900154;0.0;0.0;0.0;0.0;0.0;0.0;82.0;296.56289041006005;5000.306924186037;50.0;23227.832270238443;0.0;9.0;835.8879976232076;0.062112987959632805
jan-900155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900157;0.0;0.0;0.0;0.0;0.0;0.0;8.0;46.282905244742636;774.8871997374613;94.0;19383.81226079952;0.0;4.0;372.9027219697281;0.06925642692788309
jan-900158;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900159;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900160;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1562.1541482903167;0.0;3.0;157.5817722736875;0.04891299369255483
jan-900161;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900162;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.0;17475.039041519867;0.0;7.0;446.0545815536308;0.05821641080853979
jan-900163;0.0;0.0;0.0;0.0;0.0;0.0;10.0;19.94747598380247;508.6952917824243;7.0;2378.546559303334;0.0;3.0;337.83277604534476;0.0845131231215801
jan-900164;0.0;0.0;0.0;0.0;0.0;0.0;2.0;9.255287435380634;135.9042144539713;1.0;482.929764696554;0.0;1.0;35.63383662818879;0.03266059174419973
jan-900165;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900166;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900167;0.0;0.0;0.0;1.0;0.0;0.0;53.0;384.46311104803846;6109.012310805188;74.0;38303.17386283843;0.0;10.0;834.1162578868455;0.05805696658387483
jan-900168;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;138.6578908691376;0.0;2.0;73.58101318853882;0.03844854958919288
jan-900169;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900170;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;78.09412698474789;0.06972237775490679
jan-900171;0.0;0.0;0.0;0.0;0.0;0.0;15.0;57.77027987809709;562.1696157320415;4.0;2119.3307175908026;0.0;3.0;363.25347803072077;0.08627885701537279
jan-900172;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900173;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jan-900174;0.0;0.0;0.0;0.0;0.0;0.0;10.0;14.219776915041162;290.80059803660305;3.0;922.1911697632207;0.0;3.0;396.65530205425586;0.07349231548117989
jan-900175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;699.5845011877941;0.0827306461224718
jan-900176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;118.94909613575275;0.08444411105117224
